40000000000000000000000000000000000 40000000000000000000000000001000000
50000000000000000000000000000000000000000000000000000000000000000000 50000000000000000000000000000000000000000000000000000000000001000000
9000000000000000000000000 9000000000000000001000000
40000000000000000000000000000000000000000000000000000000000000000000000000 40000000000000000000000000000000000000000000000000000000000000000001000000
60000000000000000000000000000000000000000000000000000000000000000000000000000000000 60000000000000000000000000000000000000000000000000000000000000000000000000001000000
3000000000000000000000000000000000000000 3000000000000000000000000000000001000000
50000000000000000000000000000000000000000 50000000000000000000000000000000001000000
70000000000000000000000000000000000000000000000 70000000000000000000000000000000000000001000000
8000000000000000000000000000 8000000000000000000001000000
300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
90000000000000000000000000000000000000000000000000000000000000 90000000000000000000000000000000000000000000000000000001000000
4000000000000000000000000000000000 4000000000000000000000000001000000
400000000000000000000000000000000000 400000000000000000000000000001000000
90000000000000000000000000000 90000000000000000000001000000
7000000000000000000000000000000000000000000000000000000000000000000000000000000 7000000000000000000000000000000000000000000000000000000000000000000000001000000
9000000000000000000000000000000000000000000000000000000000000000000000000000 9000000000000000000000000000000000000000000000000000000000000000000001000000
700000000000000000000000000000000000000000000000000 700000000000000000000000000000000000000000001000000
60000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 60000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
4000000000000000000000000000000000000 4000000000000000000000000000001000000
300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 300000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
800000000000000000000000000000000000000000000000000000000000000000000 800000000000000000000000000000000000000000000000000000000000001000000
500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 500000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
500000000000000000000000000000000000000000000000000000000 500000000000000000000000000000000000000000000000001000000
10000000000000000000 10000000000001000000
100000000000000000000000000000000000000000000000000000000000000000000000000000000 100000000000000000000000000000000000000000000000000000000000000000000000001000000
5000000000000000000000000000000000000000000000000000000000 5000000000000000000000000000000000000000000000000001000000
50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
2000000000000000000000000000000000000000000000000000000000000 2000000000000000000000000000000000000000000000000000001000000
2000000000000000000000000000000000 2000000000000000000000000001000000
600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 600000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
300000000000000000000000000000000000000000000000000000000000000000000000000000 300000000000000000000000000000000000000000000000000000000000000000000001000000
5000000000000 5000001000000
50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 50000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
50000000000000 50000001000000
200000000000000000000000000000000000000000000000000000000000000000000000000000000000000 200000000000000000000000000000000000000000000000000000000000000000000000000000001000000
900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 900000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
700000000000000000000000000000000000000000000 700000000000000000000000000000000000001000000
1000000000000000000000000000 1000000000000000000001000000
2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
300000000000000000 300000000001000000
400000000000000000000000000000000000000000000000000000000000000000000000 400000000000000000000000000000000000000000000000000000000000000001000000
8000000000000000000000000000000000000000000000000000000000000000000000000000 8000000000000000000000000000000000000000000000000000000000000000000001000000
7000000000000000000000000000000000000000000000 7000000000000000000000000000000000000001000000
9000000000000000000000000000000000000 9000000000000000000000000000001000000
80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
9000000000000000000000000000000000000000000000000000 9000000000000000000000000000000000000000000001000000
70000000000000000000000 70000000000000001000000
6000000000000000000000000000000000000000000000000 6000000000000000000000000000000000000000001000000
100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 40000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
700000000000000000000000000000000000000 700000000000000000000000000000001000000
700000000000000000000000000000000000000000000000 700000000000000000000000000000000000000001000000
40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 40000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
50000000000000000000000 50000000000000001000000
4000000000000000000000000000000000000000000000000000 4000000000000000000000000000000000000000000001000000
20000000000000000000000000000000000000000000000000000 20000000000000000000000000000000000000000000001000000
50000000000000000000000000000000000000000000 50000000000000000000000000000000000001000000
60000000000000000000000000000000000 60000000000000000000000000001000000
5000000000000 5000001000000
600000000000000000000000000000000000000000000000000000000000000000 600000000000000000000000000000000000000000000000000000000001000000
20000000000000000000000000000000000000000000000 20000000000000000000000000000000000000001000000
4000000000000000000000000000000000 4000000000000000000000000001000000
300000000000000000000000000000000000000 300000000000000000000000000000001000000
900000000000000 900000001000000
40000000000000000000000000000000000000000000000000000000000000000000000000 40000000000000000000000000000000000000000000000000000000000000000001000000
30000000000000000000000000000000000000000000000000000000000 30000000000000000000000000000000000000000000000000001000000
3000000000000000000000000000000000000000000000000000000000000000 3000000000000000000000000000000000000000000000000000000001000000
50000000000000000000000000000000000000000000 50000000000000000000000000000000000001000000
2000000000000000000000000000000000000000 2000000000000000000000000000000001000000
4000000000000000 4000000001000000
700000000000000000000000000000000000000000000000000000000000000000 700000000000000000000000000000000000000000000000000000000001000000
10000000000000000000000000000000000000000000000000000000000000000 10000000000000000000000000000000000000000000000000000000001000000
90000000000000000000000000000000000000000000000000000000 90000000000000000000000000000000000000000000000001000000
50000000000000000000000000000000000000000000000000000000000000000000000000 50000000000000000000000000000000000000000000000000000000000000000001000000
10000000000000000000000000000000000000000000000000000000000000000000000000 10000000000000000000000000000000000000000000000000000000000000000001000000
800000000000000000000000000000 800000000000000000000001000000
60000000000000000000000000000000000000000000000000000 60000000000000000000000000000000000000000000001000000
70000000000000000000000 70000000000000001000000
300000000000000000000000000000000000000000000000000000000000000000000000000 300000000000000000000000000000000000000000000000000000000000000000001000000
